station,valid,metar
LAF,2021-10-14 21:05,KLAF 142105Z AUTO 00000KT 9SM -RA SCT009 BKN050 OVC110 15/15 A2989 RMK P0000 T01500150 MADISHF
LAF,2021-10-14 21:06,KLAF 142106Z 00000KT 10SM -RA SCT006 BKN016 OVC110 16/15 A2991 RMK AO2 P0001 T01560150
LAF,2021-10-14 21:10,KLAF 142110Z AUTO 00000KT 10SM -RA BKN006 BKN016 OVC110 16/15 A2990 RMK P0000 T01600150 MADISHF
LAF,2021-10-14 21:15,KLAF 142115Z AUTO 01002KT 10SM BKN006 BKN018 OVC110 16/15 A2989 RMK P0000 T01600150  LTG DSNT S! MADISHF
LAF,2021-10-14 21:16,KLAF 142116Z 36004KT 10SM BKN006 BKN080 OVC110 16/15 A2990 RMK AO2 LTG DSNT S RAE13 P0001 T01560150
LAF,2021-10-14 21:20,KLAF 142120Z AUTO 35005KT 10SM BKN006 BKN022 OVC110 16/15 A2989 RMK P0000 T01600150  LTG DSNT S! MADISHF
LAF,2021-10-14 21:25,KLAF 142125Z AUTO 33005KT 10SM BKN006 BKN024 OVC100 16/15 A2990 RMK P0000 T01600150  LTG DSNT S! MADISHF
LAF,2021-10-14 21:30,KLAF 142130Z AUTO 34004KT 10SM BKN006 BKN024 OVC075 16/15 A2990 RMK P0000 T01600150 MADISHF
LAF,2021-10-14 21:35,KLAF 142135Z AUTO 00000KT 9SM SCT006 BKN024 OVC070 16/15 A2990 RMK P0000 T01600150  LTG DSNT SE! MADISHF
LAF,2021-10-14 21:36,KLAF 142136Z 00000KT 9SM -RA SCT006 SCT024 OVC070 16/15 A2991 RMK AO2 LTG DSNT SE RAE13B36 P0001 T01560150
LAF,2021-10-14 21:40,KLAF 142140Z AUTO 34004KT 8SM -RA FEW006 BKN070 OVC085 16/15 A2990 RMK P0000 T01600150  LTG DSNT SE! MADISHF
LAF,2021-10-14 21:45,KLAF 142145Z AUTO 32005KT 8SM -RA FEW006 FEW024 OVC070 16/15 A2990 RMK P0001 T01600150  LTG DSNT SE! MADISHF
LAF,2021-10-14 21:50,KLAF 142150Z AUTO 31005KT 7SM -RA FEW022 OVC070 16/15 A2990 RMK P0001 T01600150 MADISHF
LAF,2021-10-14 21:54,KLAF 142154Z 32005KT 8SM -RA OVC070 16/15 A2991 RMK AO2 RAE13B36 SLP127 P0002 T01560150
LAF,2021-10-14 21:55,KLAF 142155Z AUTO 31005KT 9SM -RA OVC070 16/15 A2990 RMK T01600150 MADISHF
LAF,2021-10-14 22:00,KLAF 142200Z AUTO 29002KT 8SM -RA OVC070 16/15 A2992 RMK P0000 T01600150 MADISHF
LAF,2021-10-14 22:05,KLAF 142205Z AUTO 32002KT 5SM -RA BR FEW050 BKN070 OVC085 16/15 A2992 RMK P0001 T01600150 MADISHF
LAF,2021-10-14 22:10,KLAF 142210Z AUTO 35004KT 4SM -RA BR FEW050 BKN070 OVC085 16/15 A2990 RMK P0001 T01600150 MADISHF
LAF,2021-10-14 22:15,KLAF 142215Z AUTO 34002KT 7SM -RA FEW050 OVC070 16/14 A2992 RMK P0001 T01600140 MADISHF
LAF,2021-10-14 22:20,KLAF 142220Z AUTO 32002KT 10SM -RA FEW050 OVC065 16/14 A2992 RMK P0001 T01600140 MADISHF
LAF,2021-10-14 22:25,KLAF 142225Z AUTO 33002KT 10SM FEW050 BKN065 OVC075 16/14 A2992 RMK P0001 T01600140 MADISHF
LAF,2021-10-14 22:30,KLAF 142230Z AUTO 00000KT 10SM -RA FEW050 BKN065 OVC075 16/14 A2992 RMK P0001 T01600140 MADISHF
LAF,2021-10-14 22:35,KLAF 142235Z AUTO 00000KT 10SM -RA BKN060 OVC079 16/14 A2992 RMK P0001 T01600140 MADISHF
LAF,2021-10-14 22:40,KLAF 142240Z AUTO 00000KT 10SM -RA OVC060 16/15 A2993 RMK P0001 T01600150 MADISHF
LAF,2021-10-14 22:45,KLAF 142245Z AUTO 00000KT 10SM -RA BKN060 OVC075 16/14 A2993 RMK P0002 T01600140 MADISHF
LAF,2021-10-14 22:50,KLAF 142250Z AUTO 00000KT 10SM -RA BKN060 BKN075 OVC090 16/14 A2992 RMK P0002 T01600140 MADISHF
LAF,2021-10-14 22:54,KLAF 142254Z 00000KT 10SM -RA BKN060 OVC080 16/14 A2992 RMK AO2 SLP130 P0003 T01560144
LAF,2021-10-14 22:55,KLAF 142255Z AUTO 00000KT 10SM -RA BKN060 OVC079 16/14 A2992 RMK T01600140 MADISHF
LAF,2021-10-14 23:00,KLAF 142300Z AUTO 00000KT 10SM -RA BKN060 OVC075 16/14 A2993 RMK T01600140 MADISHF
LAF,2021-10-14 23:05,KLAF 142305Z AUTO 08002KT 10SM -RA BKN055 BKN070 OVC090 16/14 A2992 RMK T01600140 MADISHF
LAF,2021-10-14 23:10,KLAF 142310Z AUTO 00000KT 10SM -RA SCT055 BKN075 OVC090 16/14 A2992 RMK T01600140 MADISHF
LAF,2021-10-14 23:15,KLAF 142315Z AUTO 00000KT 10SM -RA BKN060 BKN079 OVC090 16/14 A2992 RMK T01600140 MADISHF
LAF,2021-10-14 23:20,KLAF 142320Z AUTO 00000KT 10SM BKN055 BKN065 BKN079 16/14 A2992 RMK T01600140 MADISHF
LAF,2021-10-14 23:25,KLAF 142325Z AUTO 00000KT 10SM BKN050 BKN070 OVC090 16/14 A2992 RMK T01600140 MADISHF
LAF,2021-10-14 23:30,KLAF 142330Z AUTO 27002KT 10SM BKN050 BKN070 OVC090 16/15 A2993 RMK T01600150 MADISHF
LAF,2021-10-14 23:35,KLAF 142335Z AUTO 00000KT 10SM FEW030 BKN050 OVC079 16/15 A2993 RMK T01600150 MADISHF
LAF,2021-10-14 23:40,KLAF 142340Z AUTO 16002KT 10SM -RA FEW030 OVC050 16/15 A2993 RMK T01600150 MADISHF
LAF,2021-10-14 23:45,KLAF 142345Z AUTO 00000KT 10SM -RA FEW030 OVC050 15/15 A2993 RMK T01500150 MADISHF
LAF,2021-10-14 23:50,KLAF 142350Z AUTO 00000KT 10SM FEW030 OVC050 15/15 A2992 RMK T01500150 MADISHF
LAF,2021-10-14 23:54,KLAF 142354Z 00000KT 10SM -RA FEW030 OVC050 16/15 A2993 RMK AO2 RAE17B37 SLP131 P0000 60079 T01560150 10239 20144 51011
LAF,2021-10-14 23:55,KLAF 142355Z AUTO 00000KT 10SM -RA FEW030 OVC050 16/15 A2993 RMK T01600150 MADISHF
LAF,2021-10-15 00:00,KLAF 150000Z AUTO 00000KT 9SM -RA FEW030 OVC050 16/15 A2993 RMK P0000 T01600150 MADISHF
LAF,2021-10-15 00:05,KLAF 150005Z AUTO 00000KT 8SM -RA BKN050 OVC075 16/15 A2992 RMK P0000 T01600150 MADISHF
LAF,2021-10-15 00:10,KLAF 150010Z AUTO 10004KT 6SM -RA BR BKN050 BKN075 OVC095 15/15 A2992 RMK P0001 T01500150 MADISHF
LAF,2021-10-15 00:15,KLAF 150015Z AUTO 10004KT 5SM -RA BR BKN055 BKN075 OVC090 15/15 A2992 RMK P0002 T01500150 MADISHF
LAF,2021-10-15 00:20,KLAF 150020Z AUTO 13002KT 5SM -RA BR SCT048 BKN060 OVC075 15/15 A2992 RMK P0002 T01500150 MADISHF
LAF,2021-10-15 00:25,KLAF 150025Z AUTO 10004KT 8SM -RA SCT048 BKN060 OVC075 15/15 A2992 RMK P0002 T01500150 MADISHF
LAF,2021-10-15 00:30,KLAF 150030Z AUTO 00000KT 10SM BKN048 BKN060 OVC075 15/15 A2992 RMK P0002 T01500150 MADISHF
LAF,2021-10-15 00:35,KLAF 150035Z AUTO 14002KT 10SM BKN046 OVC060 15/15 A2992 RMK P0002 T01500150 MADISHF
LAF,2021-10-15 00:40,KLAF 150040Z AUTO 00000KT 10SM BKN046 OVC060 16/15 A2992 RMK P0002 T01600150 MADISHF
LAF,2021-10-15 00:45,KLAF 150045Z AUTO 00000KT 10SM OVC046 16/15 A2992 RMK P0002 T01600150 MADISHF
LAF,2021-10-15 00:50,KLAF 150050Z AUTO 07004KT 10SM OVC044 15/15 A2990 RMK P0002 T01500150 MADISHF
LAF,2021-10-15 00:54,KLAF 150054Z 05003KT 10SM OVC044 16/15 A2991 RMK AO2 RAE30 SLP125 P0003 T01560150
LAF,2021-10-15 00:55,KLAF 150055Z AUTO 05002KT 10SM BKN044 OVC050 16/15 A2990 RMK T01600150 MADISHF
LAF,2021-10-15 01:00,KLAF 150100Z AUTO 00000KT 10SM BKN044 OVC050 16/15 A2990 RMK T01600150 MADISHF
LAF,2021-10-15 01:05,KLAF 150105Z AUTO 11002KT 10SM OVC044 16/15 A2990 RMK T01600150 MADISHF
LAF,2021-10-15 01:10,KLAF 150110Z AUTO 13002KT 10SM BKN044 OVC095 16/15 A2990 RMK T01600150 MADISHF
LAF,2021-10-15 01:15,KLAF 150115Z AUTO 00000KT 10SM BKN044 OVC100 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:20,KLAF 150120Z AUTO 00000KT 10SM BKN043 OVC100 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:25,KLAF 150125Z AUTO 00000KT 10SM BKN043 OVC100 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:30,KLAF 150130Z AUTO 00000KT 10SM BKN043 OVC100 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:35,KLAF 150135Z AUTO 00000KT 10SM BKN043 OVC100 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:40,KLAF 150140Z AUTO 00000KT 10SM OVC042 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:45,KLAF 150145Z AUTO 00000KT 10SM OVC042 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:50,KLAF 150150Z AUTO 00000KT 10SM OVC043 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 01:54,KLAF 150154Z AUTO 00000KT 10SM OVC043 16/16 A2992 RMK AO2 SLP129 T01560156
LAF,2021-10-15 01:55,KLAF 150155Z AUTO 00000KT 10SM BKN043 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:00,KLAF 150200Z AUTO 00000KT 10SM BKN043 OVC070 16/16 A2993 RMK T01600160 MADISHF
LAF,2021-10-15 02:05,KLAF 150205Z AUTO 00000KT 10SM -RA BKN043 BKN065 OVC079 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:10,KLAF 150210Z AUTO 00000KT 10SM -RA BKN044 OVC075 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:15,KLAF 150215Z AUTO 00000KT 10SM -RA BKN044 OVC075 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 02:20,KLAF 150220Z AUTO 00000KT 10SM SCT044 OVC075 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 02:25,KLAF 150225Z AUTO 00000KT 10SM FEW044 OVC079 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:30,KLAF 150230Z AUTO 00000KT 10SM FEW044 OVC079 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:35,KLAF 150235Z AUTO 00000KT 10SM FEW044 OVC075 16/16 A2993 RMK T01600160 MADISHF
LAF,2021-10-15 02:40,KLAF 150240Z AUTO 00000KT 10SM FEW043 OVC075 16/16 A2993 RMK T01600160 MADISHF
LAF,2021-10-15 02:45,KLAF 150245Z AUTO 34002KT 10SM FEW041 OVC075 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:50,KLAF 150250Z AUTO 00000KT 9SM FEW041 OVC075 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 02:54,KLAF 150254Z AUTO 00000KT 8SM FEW041 OVC075 16/16 A2992 RMK AO2 RAB03E16 SLP128 P0000 60003 T01560156 55002
LAF,2021-10-15 02:55,KLAF 150255Z AUTO 00000KT 8SM FEW041 OVC075 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 03:00,KLAF 150300Z AUTO 33002KT 8SM FEW041 BKN075 OVC085 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 03:05,KLAF 150305Z AUTO 34004KT 8SM FEW041 BKN075 OVC085 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 03:10,KLAF 150310Z AUTO 02002KT 9SM BKN079 OVC110 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 03:15,KLAF 150315Z AUTO 00000KT 10SM BKN079 OVC110 16/16 A2992 RMK T01600160 MADISHF
LAF,2021-10-15 03:20,KLAF 150320Z AUTO 00000KT 10SM -RA SCT079 OVC110 16/15 A2992 RMK T01600150 MADISHF
LAF,2021-10-15 03:25,KLAF 150325Z AUTO 36002KT 10SM -RA FEW065 SCT085 OVC110 16/15 A2992 RMK P0000 T01600150 MADISHF
LAF,2021-10-15 03:30,KLAF 150330Z AUTO 35002KT 9SM -RA FEW065 SCT085 OVC110 16/15 A2992 RMK P0000 T01600150 MADISHF
LAF,2021-10-15 03:35,KLAF 150335Z AUTO 00000KT 6SM RA BR FEW065 SCT085 OVC110 16/15 A2992 RMK P0002 T01600150 MADISHF
LAF,2021-10-15 03:40,KLAF 150340Z AUTO 00000KT 4SM RA BR FEW060 SCT085 OVC110 16/16 A2993 RMK P0003 T01600160 MADISHF
LAF,2021-10-15 03:45,KLAF 150345Z AUTO 36004KT 3SM +RA BR FEW065 BKN090 OVC110 16/16 A2992 RMK P0007 T01600160 MADISHF
LAF,2021-10-15 03:50,KLAF 150350Z AUTO 04002KT 4SM RA BR FEW065 SCT079 OVC100 16/16 A2992 RMK P0009 T01600160 MADISHF
LAF,2021-10-15 03:54,KLAF 150354Z AUTO 00000KT 5SM RA BR FEW065 BKN100 OVC120 16/16 A2992 RMK AO2 RAB16 SLP129 P0009 T01560156
LAF,2021-10-15 03:55,KLAF 150355Z AUTO 00000KT 5SM RA BR FEW065 BKN100 OVC120 16/16 A2992 RMK P0000 T01600160 MADISHF
LAF,2021-10-15 04:00,KLAF 150400Z AUTO 00000KT 5SM RA BR FEW065 BKN095 OVC120 16/16 A2992 RMK P0002 T01600160 MADISHF
LAF,2021-10-15 04:05,KLAF 150405Z AUTO 00000KT 6SM -RA BR FEW065 SCT079 OVC100 16/16 A2993 RMK P0002 T01600160 MADISHF
LAF,2021-10-15 04:10,KLAF 150410Z AUTO 00000KT 7SM -RA FEW079 BKN100 OVC120 16/16 A2992 RMK P0003 T01600160 MADISHF
LAF,2021-10-15 04:15,KLAF 150415Z AUTO 00000KT 5SM RA BR FEW050 OVC100 16/16 A2993 RMK P0005 T01600160 MADISHF
LAF,2021-10-15 04:20,KLAF 150420Z AUTO 00000KT 3SM RA BR FEW050 OVC090 16/16 A2993 RMK P0007 T01600160 MADISHF
LAF,2021-10-15 04:25,KLAF 150425Z AUTO 00000KT 3SM RA BR BKN085 OVC100 16/16 A2992 RMK P0009 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 04:30,KLAF 150430Z AUTO 00000KT 4SM RA BR BKN079 OVC100 16/16 A2990 RMK P0010 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 04:35,KLAF 150435Z AUTO 00000KT 4SM RA BR SCT079 OVC100 16/16 A2990 RMK P0010 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 04:40,KLAF 150440Z AUTO 00000KT 5SM RA BR BKN090 OVC100 16/16 A2990 RMK P0010 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 04:45,KLAF 150445Z AUTO 00000KT 5SM RA BR BKN079 OVC100 16/16 A2990 RMK P0012 T01600160 MADISHF
LAF,2021-10-15 04:50,KLAF 150450Z AUTO 00000KT 5SM -RA BR BKN079 OVC100 16/16 A2990 RMK P0012 T01600160 MADISHF
LAF,2021-10-15 04:54,KLAF 150454Z AUTO 00000KT 5SM -RA BR BKN080 OVC095 16/16 A2991 RMK AO2 SLP126 P0014 T01560156 402440144
LAF,2021-10-15 04:55,KLAF 150455Z AUTO 00000KT 5SM -RA BR BKN079 OVC095 16/16 A2990 RMK T01600160 MADISHF
LAF,2021-10-15 05:00,KLAF 150500Z AUTO 00000KT 4SM RA BR BKN079 OVC095 16/16 A2990 RMK P0000 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 05:05,KLAF 150505Z AUTO 00000KT 4SM RA BR BKN079 OVC095 16/16 A2990 RMK P0001 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 05:10,KLAF 150510Z AUTO 00000KT 4SM RA BR FEW047 OVC075 16/16 A2990 RMK P0002 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 05:15,KLAF 150515Z AUTO 00000KT 4SM -RA BR FEW047 BKN070 OVC085 16/16 A2990 RMK P0002 T01600160  LTG DSNT E! MADISHF
LAF,2021-10-15 05:20,KLAF 150520Z AUTO 11002KT 5SM RA BR OVC075 16/16 A2990 RMK P0003 T01600160  LTG DSNT E! MADISHF
LAF,2021-10-15 05:25,KLAF 150525Z AUTO 10004KT 4SM RA BR OVC070 16/16 A2990 RMK P0005 T01600160  LTG DSNT E AND SE! MADISHF
LAF,2021-10-15 05:30,KLAF 150530Z AUTO 10004KT 4SM RA BR BKN070 OVC079 16/16 A2990 RMK P0005 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 05:35,KLAF 150535Z AUTO 10004KT 4SM RA BR BKN065 BKN079 OVC090 16/16 A2989 RMK P0007 T01600160  LTG DSNT SE! MADISHF
LAF,2021-10-15 05:40,KLAF 150540Z AUTO 08005KT 4SM RA BR SCT065 OVC079 16/16 A2988 RMK P0007 T01600160 MADISHF
LAF,2021-10-15 05:45,KLAF 150545Z AUTO 09004KT 4SM -RA BR BKN070 BKN090 OVC110 16/16 A2989 RMK P0009 T01600160 MADISHF
LAF,2021-10-15 05:50,KLAF 150550Z AUTO 07005KT 5SM -RA BR FEW014 BKN065 OVC110 16/16 A2988 RMK P0009 T01600160 MADISHF
LAF,2021-10-15 05:54,KLAF 150554Z AUTO 07005KT 6SM -RA BR SCT010 BKN060 OVC110 16/16 A2989 RMK AO2 SLP116 P0009 60035 T01560156 10161 20150 58012
LAF,2021-10-15 05:55,KLAF 150555Z AUTO 07005KT 6SM -RA BR SCT009 BKN060 OVC110 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:00,KLAF 150600Z AUTO 08005KT 8SM -RA BKN009 BKN065 OVC110 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:05,KLAF 150605Z AUTO 09004KT 10SM -RA BKN009 BKN070 OVC110 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:05,KLAF 150605Z AUTO 09004KT 10SM -RA BKN010 BKN070 OVC110 16/16 A2988 RMK AO2 P0000 T01610156
LAF,2021-10-15 06:10,KLAF 150610Z AUTO 06004KT 10SM BKN009 BKN065 OVC120 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:15,KLAF 150615Z AUTO 06002KT 10SM BKN009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:16,KLAF 150616Z AUTO 07003KT 10SM BKN009 16/16 A2988 RMK AO2 RAE06 P0000 T01610161
LAF,2021-10-15 06:20,KLAF 150620Z AUTO 06002KT 10SM BKN009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:25,KLAF 150625Z AUTO 05002KT 10SM OVC009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:30,KLAF 150630Z AUTO 05004KT 10SM BKN009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:35,KLAF 150635Z AUTO 05005KT 10SM BKN009 BKN060 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:40,KLAF 150640Z AUTO 05004KT 10SM SCT009 BKN065 BKN120 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:45,KLAF 150645Z AUTO 06005KT 10SM SCT009 BKN065 OVC120 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:46,KLAF 150646Z AUTO 07005KT 10SM SCT009 BKN065 OVC120 16/16 A2988 RMK AO2 RAE06 P0000 T01610161
LAF,2021-10-15 06:50,KLAF 150650Z AUTO 06005KT 10SM SCT009 OVC065 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 06:54,KLAF 150654Z AUTO 06004KT 10SM SCT009 OVC065 16/16 A2988 RMK AO2 RAE06 SLP115 P0000 T01610161
LAF,2021-10-15 06:55,KLAF 150655Z AUTO 06004KT 10SM SCT009 OVC065 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:00,KLAF 150700Z AUTO 07004KT 10SM BKN009 OVC065 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:05,KLAF 150705Z AUTO 05004KT 10SM BKN009 OVC070 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:05,KLAF 150705Z AUTO 05004KT 10SM BKN010 OVC070 16/16 A2988 RMK AO2 T01610161
LAF,2021-10-15 07:10,KLAF 150710Z AUTO 05004KT 10SM BKN009 OVC070 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:15,KLAF 150715Z AUTO 04005KT 10SM BKN009 OVC065 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:20,KLAF 150720Z AUTO 02004KT 10SM FEW004 OVC009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:22,KLAF 150722Z AUTO 01004KT 10SM FEW005 OVC010 16/16 A2987 RMK AO2 T01610161
LAF,2021-10-15 07:25,KLAF 150725Z AUTO 03002KT 9SM -RA FEW004 OVC009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:30,KLAF 150730Z AUTO 04004KT 9SM -RA FEW004 OVC009 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:35,KLAF 150735Z AUTO 04004KT 8SM -RA SCT004 BKN009 OVC060 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:40,KLAF 150740Z AUTO 04005KT 8SM -RA SCT004 BKN011 OVC060 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 07:45,KLAF 150745Z AUTO 03005KT 6SM -RA BR BKN004 BKN011 OVC060 16/16 A2986 RMK P0000 T01600160 MADISHF
LAF,2021-10-15 07:46,KLAF 150746Z AUTO 03005KT 6SM -RA BR BKN004 BKN011 OVC060 16/16 A2986 RMK AO2 RAB24 P0001 T01610161
LAF,2021-10-15 07:50,KLAF 150750Z AUTO 01004KT 5SM -RA BR BKN004 BKN011 OVC060 16/16 A2987 RMK P0000 T01600160 MADISHF
LAF,2021-10-15 07:54,KLAF 150754Z AUTO 36005KT 6SM -RA BR BKN004 BKN011 OVC060 16/16 A2987 RMK AO2 RAB24 SLP113 P0001 T01610161
LAF,2021-10-15 07:55,KLAF 150755Z AUTO 01005KT 6SM -RA BR BKN004 BKN011 OVC060 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 08:00,KLAF 150800Z AUTO 02004KT 7SM -RA BKN004 OVC060 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 08:05,KLAF 150805Z AUTO 02004KT 6SM -RA BR OVC004 16/16 A2987 RMK T01600160 MADISHF
LAF,2021-10-15 08:10,KLAF 150810Z AUTO 36002KT 4SM RA BR OVC004 16/16 A2987 RMK P0000 T01600160 MADISHF
LAF,2021-10-15 08:15,KLAF 150815Z AUTO 35002KT 3SM RA BR BKN004 OVC008 16/16 A2987 RMK P0005 T01600160 MADISHF
LAF,2021-10-15 08:20,KLAF 150820Z AUTO 05004KT 2SM +RA BR BKN004 OVC019 16/16 A2987 RMK P0009 T01600160 MADISHF
LAF,2021-10-15 08:22,KLAF 150822Z AUTO 07005KT 2SM +RA BR BKN004 OVC029 16/16 A2986 RMK AO2 P0010 T01610161
LAF,2021-10-15 08:25,KLAF 150825Z AUTO 06004KT 2SM +RA BR BKN004 OVC039 16/16 A2986 RMK P0011 T01600160 MADISHF
LAF,2021-10-15 08:30,KLAF 150830Z AUTO 06005KT 2 1/2SM +RA BR SCT004 BKN043 OVC090 16/16 A2985 RMK P0015 T01600160 MADISHF
LAF,2021-10-15 08:32,KLAF 150832Z AUTO 06004KT 2 1/2SM +RA BR SCT005 BKN043 OVC090 16/16 A2985 RMK AO2 PRESFR P0016 T01610161
LAF,2021-10-15 08:35,KLAF 150835Z AUTO 07002KT 3SM RA BR SCT004 BKN041 OVC110 16/16 A2985 RMK P0015 T01600160 MADISHF
LAF,2021-10-15 08:40,KLAF 150840Z AUTO 05002KT 4SM RA BR FEW007 BKN039 OVC100 16/16 A2985 RMK P0017 T01600160 MADISHF
LAF,2021-10-15 08:41,KLAF 150841Z AUTO 05003KT 4SM RA BR FEW007 BKN039 OVC100 16/16 A2986 RMK AO2 P0017 T01610161
LAF,2021-10-15 08:45,KLAF 150845Z AUTO 06004KT 5SM RA BR FEW007 BKN070 OVC100 16/16 A2986 RMK P0018 T01600160 MADISHF
LAF,2021-10-15 08:50,KLAF 150850Z AUTO 06002KT 5SM RA BR FEW004 BKN070 OVC100 16/16 A2986 RMK P0020 T01600160 MADISHF
LAF,2021-10-15 08:54,KLAF 150854Z AUTO 07004KT 5SM RA BR SCT005 BKN055 OVC110 16/16 A2986 RMK AO2 SLP110 P0022 60023 T01610161 58008
LAF,2021-10-15 08:55,KLAF 150855Z AUTO 07004KT 5SM RA BR SCT004 BKN050 OVC110 16/16 A2986 RMK T01600160 MADISHF
LAF,2021-10-15 09:00,KLAF 150900Z AUTO 00000KT 5SM RA BR BKN004 BKN070 OVC100 16/16 A2986 RMK P0000 T01600160 MADISHF
LAF,2021-10-15 09:02,KLAF 150902Z AUTO 09003KT 5SM RA BR BKN005 BKN070 OVC100 16/16 A2986 RMK AO2 P0002 T01610161
LAF,2021-10-15 09:05,KLAF 150905Z AUTO 08002KT 5SM RA BR BKN004 OVC100 16/16 A2987 RMK P0002 T01600160 MADISHF
LAF,2021-10-15 09:10,KLAF 150910Z AUTO 04002KT 5SM RA BR BKN004 OVC100 16/16 A2986 RMK P0005 T01600160 MADISHF
LAF,2021-10-15 09:15,KLAF 150915Z AUTO 01004KT 4SM RA BR OVC004 16/16 A2986 RMK P0007 T01600160 MADISHF
LAF,2021-10-15 09:20,KLAF 150920Z AUTO 01002KT 4SM +RA BR OVC004 16/16 A2985 RMK P0009 T01600160 MADISHF
LAF,2021-10-15 09:25,KLAF 150925Z AUTO 03005KT 4SM RA BR OVC004 16/16 A2985 RMK P0010 T01600160 CIG 4V8  MADISHF
LAF,2021-10-15 09:30,KLAF 150930Z AUTO 04004KT 5SM RA BR OVC004 16/16 A2985 RMK P0011 T01600160 CIG 4V8  MADISHF
LAF,2021-10-15 09:35,KLAF 150935Z AUTO 05002KT 5SM RA BR OVC004 16/16 A2985 RMK P0012 T01600160 CIG 4V8  MADISHF
LAF,2021-10-15 09:40,KLAF 150940Z AUTO 05004KT 7SM -RA OVC006 16/16 A2984 RMK P0012 T01600160 CIG 4V8  MADISHF
LAF,2021-10-15 09:45,KLAF 150945Z AUTO 04004KT 9SM -RA OVC006 16/16 A2984 RMK P0012 T01600160 MADISHF
LAF,2021-10-15 09:50,KLAF 150950Z AUTO 02005KT 10SM -RA OVC006 16/16 A2984 RMK P0012 T01600160 MADISHF
LAF,2021-10-15 09:54,KLAF 150954Z AUTO 01005KT 10SM -RA OVC006 16/16 A2984 RMK AO2 SLP103 P0013 T01610161
LAF,2021-10-15 09:55,KLAF 150955Z AUTO 01005KT 10SM -RA OVC006 16/16 A2984 RMK T01600160 MADISHF
LAF,2021-10-15 10:00,KLAF 151000Z AUTO 36004KT 10SM OVC006 16/16 A2984 RMK T01600160 MADISHF
