"id"	"date_published"	"region"	"quality"	"views"	"likes"	"shares"	"tags"	"recommendations"	"report"	"duration"	"day_views"	"night_views"	"size"
"7j8wy9364448p3"	"7/29/2020"	"Central Europe"	"1080p"	355450	2552	1261	59	1831	"N"	398	186012	169438	319
"0y3em9532559n8"	"8/22/2020"	"Western Europe"	"1080p"	278244	2425	1220	64	1683	"N"	750	153764	124480	606
"1p6rw2812270c0"	"11/1/2020"	"North America"	"1080p"	434297	2029	1241	16	1773	"N"	393	258089	176208	309
"2e1ij9664197s7"	"7/9/2020"	"Central Europe"	"1080p"	320823	714	496	33	2072	"Y"	1698	220356	100467	1427
"4d9tk5352411h5"	"6/8/2020"	"Eastern Asia"	"1080p"	338825	2189	1228	10	1902	"N"	1429	220758	118067	1165
"3c4pe1935970r8"	"6/5/2020"	"North America"	"720p"	371958	2905	1194	36	1781	"N"	917	220357	151601	483
"9b4mi0015427w2"	"9/18/2020"	"North America"	"144p"	315388	1142	543	21	752	"N"	114	187087	128301	1
"2i1tw3616708c4"	"7/25/2020"	"North America"	"360p"	291846	961	595	31	1037	"N"	1138	156305	135541	142
"5s7of1702853p7"	"12/30/2020"	"Eastern Asia"	"1080p"	246010	2228	1205	27	1688	"N"	539	181361	64649	430
"6l4pi2043167m3"	"4/16/2020"	"North America"	"1080p"	393736	2861	1249	8	1809	"N"	515	262360	131376	418
"8u9ds6217595h3"	"7/10/2020"	"South America"	"1080p"	330722	2589	1303	8	1787	"N"	376	205438	125284	311
"1s6ch9987001w5"	"1/10/2020"	"Scandinavia"	"1080p"	332746	2375	1200	60	1930	"N"	2221	201366	131380	1850
"4j4wo3697254s2"	"2/26/2020"	"Eastern Asia"	"1080p"	372674	1030	530	72	1743	"Y"	1175	201015	171659	979
"1z4fl5026331c7"	"9/30/2020"	"North America"	"720p"	335791	2676	1397	8	1382	"N"	623	205810	129981	332
"1k0qu3242548k6"	"10/2/2020"	"South Africa"	"1080p"	321649	2712	1174	7	1875	"N"	926	214739	106910	768
"2z8ho5601400b2"	"5/15/2020"	"Eastern Asia"	"1080p"	267693	2534	1253	12	1776	"N"	931	180567	87126	790
"2n8fh3515150y9"	"1/7/2020"	"Eastern Asia"	"1080p"	303777	2238	1175	62	1823	"N"	216	205576	98201	202
"6l5mx2309894o0"	"9/16/2020"	"Central Europe"	"1080p"	315968	2292	1089	55	1739	"N"	331	152418	163550	273
"0o5kk5876879c3"	"12/27/2020"	"North America"	"1080p"	207077	1263	479	16	1728	"Y"	2141	163583	43494	1795
"8g4cy6016380m2"	"12/22/2020"	"North America"	"480p"	402309	846	529	7	1675	"Y"	700	278927	123382	172
"8z6eb4565429e3"	"10/12/2020"	"North America"	"720p"	338802	3311	1245	26	1733	"N"	790	218327	120475	430
"9k6eg6543731h8"	"8/15/2020"	"North America"	"480p"	291962	1487	727	177	1401	"N"	1254	164239	127723	316
"0x4xs7625184p3"	"7/15/2020"	"South Asia"	"720p"	352612	3133	1295	128	1765	"N"	115	178571	174041	66
"5z0wd7143177s1"	"6/7/2020"	"South America"	"1080p"	435884	2307	1103	7	1657	"N"	101	282204	153680	71
"5c0am8402373v7"	"4/2/2020"	"Eastern Europe"	"480p"	414079	1658	795	13	1639	"N"	2779	245218	168861	684
"2n5ga1363929z0"	"1/28/2020"	"South Europe"	"480p"	313649	1512	772	14	1808	"N"	5676	187437	126212	1411
"9p1xd9643250d9"	"3/20/2020"	"Middle East"	"1080p"	348523	2068	1277	22	1707	"N"	261	202144	146379	206
"1k6dn7632110z3"	"4/12/2020"	"Western Europe"	"1080p"	311005	2426	1229	3	1834	"N"	1286	241613	69392	1061
"4z6af5104239n2"	"5/20/2020"	"South Asia"	"720p"	253006	2180	1136	5	1644	"N"	545	111122	141884	291
"4x7zi8940857k0"	"1/28/2020"	"South Europe"	"720p"	239673	2603	1263	84	1489	"N"	214	174116	65557	114
"7p7wu0293838g2"	"6/13/2020"	"Western Europe"	"720p"	284898	989	443	75	1754	"Y"	1314	181450	103448	696
"5o3df8965431a8"	"5/9/2020"	"Western Europe"	"1080p"	357276	2763	1343	106	2058	"N"	942	286627	70649	777
"5b7sp9844521p6"	"5/16/2020"	"North America"	"1080p"	339940	2590	1375	10	1916	"N"	440	204516	135424	371
"7h5wf5880689w0"	"4/9/2020"	"North America"	"1080p"	367560	2569	1131	3	1981	"N"	526	218595	148965	441
"4v6jy8092691w2"	"12/1/2020"	"North America"	"1080p"	300066	2540	1068	11	1869	"N"	239	155453	144613	213
"1x9cy3736617b5"	"2/7/2020"	"South Europe"	"720p"	395546	1923	1093	10	1566	"N"	3674	271284	124262	1959
"8i0mi4884840f6"	"7/27/2020"	"Eastern Asia"	"1080p"	292209	3197	1230	32	1836	"N"	542	208559	83650	428
"1j6hc8729082s2"	"6/2/2020"	"South Europe"	"1080p"	327402	2031	995	42	1537	"N"	9192	216224	111178	7668
"7b8vd7297153c6"	"5/23/2020"	"Western Europe"	"240p"	384420	1187	673	27	951	"N"	1742	237224	147196	140
"1q6yz0172282o6"	"3/16/2020"	"Central Europe"	"1080p"	245933	2549	1288	24	1846	"N"	341	161855	84078	288
"2v3kq7707181c1"	"1/10/2020"	"Middle East"	"720p"	334221	2621	1173	143	1679	"N"	1253	216643	117578	665
"6j7mu3225126d0"	"3/26/2020"	"Western Europe"	"1080p"	385495	2572	1119	26	1990	"N"	2638	240594	144901	2195
"1e9ex4009570h6"	"9/5/2020"	"Eastern Europe"	"720p"	248194	2719	1134	13	1511	"N"	1261	174817	73377	670
"4d5hr3936596v6"	"3/7/2020"	"Western Europe"	"720p"	361752	2937	1319	79	1830	"N"	358	214049	147703	186
"8k7ox4083737z5"	"9/5/2020"	"Central America"	"1080p"	362167	2669	1163	27	1873	"N"	828	196548	165619	680
"6j5fl0859010d4"	"4/26/2020"	"Central Europe"	"1080p"	273798	1862	1257	13	1625	"N"	1014	193047	80751	854
"1i1bb0609398a5"	"1/24/2020"	"Eastern Asia"	"1080p"	267125	2474	1107	89	1632	"N"	783	227834	39291	673
"4k1ea5292815v7"	"5/17/2020"	"South Asia"	"720p"	298495	2583	1359	16	1370	"N"	333	230718	67777	181
"0a6mf1457958j6"	"3/22/2020"	"North America"	"480p"	390113	1597	804	99	1492	"N"	407	231690	158423	114
"7l6dr9661617n8"	"5/5/2020"	"North America"	"1080p"	325286	1855	1169	21	1725	"N"	2316	194635	130651	1938
"9m2xd6871889q5"	"4/9/2020"	"Central Asia"	"720p"	339669	1029	520	61	1798	"Y"	177	157041	182628	106
"8n1sw7339413y8"	"12/27/2020"	"Eastern Asia"	"1080p"	350036	2664	1386	65	1563	"N"	3992	206894	143142	3317
"5e9dc4731682v2"	"3/16/2020"	"Scandinavia"	"1080p"	237789	2556	1207	26	1979	"N"	210	156878	80911	154
"0z4wl7337820u8"	"2/29/2020"	"Eastern Asia"	"1080p"	213647	1965	1196	278	1888	"N"	4093	145062	68585	3404
"5b4ha0837018a0"	"5/16/2020"	"South Asia"	"1080p"	414814	2639	1146	84	1929	"N"	1306	247755	167059	1098
"9o0er4560200s3"	"12/20/2020"	"South Asia"	"1080p"	348455	2393	1227	4	1694	"N"	296	183298	165157	242
"7s6qq2885576o6"	"11/20/2020"	"North America"	"1080p"	278771	2179	1093	58	1802	"N"	885	171316	107455	754
"7n4ig7295632s7"	"2/12/2020"	"North America"	"720p"	377095	2573	1256	34	1606	"N"	435	224949	152146	236
"6x8is1499803k9"	"7/11/2020"	"South Europe"	"1080p"	353567	2664	1178	4	2115	"N"	256	247432	106135	219
"2d9hh9207788o3"	"2/13/2020"	"North America"	"1080p"	342444	2491	1162	8	1858	"N"	129	238161	104283	117
"3g5uh2729565a3"	"9/27/2020"	"Eastern Asia"	"1080p"	268133	1855	1379	65	1988	"N"	749	188399	79734	633
"6o2hy9449500z7"	"7/6/2020"	"South Asia"	"1080p"	278985	2485	1220	2	1780	"N"	262	126500	152485	238
"2u7ep7430257o6"	"1/26/2020"	"Scandinavia"	"480p"	281281	1493	855	16	1623	"N"	1473	187158	94123	362
"6g1dp7463089a5"	"1/21/2020"	"Central Europe"	"1080p"	339211	2352	1157	119	1800	"N"	853	221868	117343	706
"7f8ko2545536a1"	"2/26/2020"	"South America"	"1080p"	321734	2514	1397	2	1859	"N"	547	201481	120253	478
"5h6ft8216803d4"	"12/6/2020"	"Central Europe"	"720p"	271817	2243	1144	35	1820	"N"	1015	164290	107527	519
"3i0ts9557142j1"	"3/23/2020"	"Western Europe"	"720p"	343097	2533	1449	24	1673	"N"	1516	248607	94490	825
"1h7sb0028631c2"	"3/12/2020"	"Middle East"	"480p"	274138	1456	776	21	1210	"N"	2133	188461	85677	536
"3g6zn9167726h4"	"8/19/2020"	"Central Europe"	"1080p"	338729	2425	1259	21	1731	"N"	1107	187896	150833	924
"4v9cq1553372n2"	"12/1/2020"	"Southeast Asia"	"1080p"	291576	1997	1328	13	1663	"N"	1574	167520	124056	1303
"6u3jl2162291n7"	"11/6/2020"	"Eastern Asia"	"720p"	452446	2451	1333	19	1795	"N"	1675	328547	123899	904
"3x4jo7619120f2"	"2/27/2020"	"South America"	"1080p"	325023	2368	1179	211	1667	"N"	428	215312	109711	356
"2x2zo8201725g7"	"1/19/2020"	"North America"	"720p"	277431	1373	1216	10	1641	"N"	3519	193401	84030	1863
"7s2ix3237595h7"	"7/19/2020"	"South America"	"360p"	425191	1141	542	292	1153	"N"	158	303975	121216	22
"4d0lw0781357j6"	"7/10/2020"	"Western Europe"	"1080p"	343700	2435	1201	44	1927	"N"	177	225399	118301	153
"5v3zw7121598b5"	"2/12/2020"	"South Asia"	"1080p"	311109	1362	465	81	1710	"Y"	1144	205513	105596	962
"4f6cm7752627u9"	"5/19/2020"	"Eastern Africa"	"1080p"	393195	2389	1311	167	1828	"N"	362	256465	136730	283
"5k4ji7458261j1"	"2/5/2020"	"Eastern Asia"	"1080p"	339033	2336	1165	4	2140	"N"	904	202594	136439	741
"9b7az4298357v9"	"3/19/2020"	"Eastern Europe"	"1080p"	314252	2555	1279	20	1879	"N"	3773	197185	117067	3145
"1e1no1992379q5"	"12/18/2020"	"Eastern Asia"	"1080p"	347275	2163	1185	23	1730	"N"	2807	220079	127196	2325
"7u7ip3861355l3"	"3/1/2020"	"Eastern Europe"	"720p"	374170	2301	1283	22	1485	"N"	450	226189	147981	242
"1p4mt4407224y4"	"11/20/2020"	"North America"	"1080p"	271095	2655	1363	6	1901	"N"	3122	166679	104416	2617
"6n9rj1997193n1"	"11/27/2020"	"North America"	"1080p"	382929	2743	1251	23	1622	"N"	1461	213917	169012	1198
"7f5jo2308973u2"	"8/27/2020"	"Middle East"	"1080p"	427640	2571	1138	136	1707	"N"	5728	307865	119775	4770
"3o2oc1331295y8"	"4/16/2020"	"North America"	"1080p"	358121	2266	1269	17	1837	"N"	146	239704	118417	125
"8q3dc1995016r6"	"11/22/2020"	"North America"	"1080p"	325648	2636	1219	57	1649	"N"	752	213141	112507	624
"3u1ex8817982j1"	"7/6/2020"	"Eastern Asia"	"1080p"	284960	2423	1243	5	1723	"N"	1235	170512	114448	1026
"8u6ev9292366m8"	"3/2/2020"	"Scandinavia"	"1080p"	160130	2926	1276	55	1720	"N"	1070	134561	25569	901
"1o2yz0993730u9"	"10/26/2020"	"North America"	"1080p"	478318	2714	1138	37	1847	"N"	566	290165	188153	452
"7h1os5358704d3"	"2/29/2020"	"Central Africa"	"1080p"	447980	2043	1284	74	2087	"N"	1374	298338	149642	1155
"6l7xe2221062d2"	"9/7/2020"	"Western Europe"	"480p"	290629	1492	845	154	1604	"N"	1808	184878	105751	458
"4l2qh7987009k8"	"11/22/2020"	"Central America"	"1080p"	308833	2554	1013	38	2047	"N"	799	160005	148828	692
"6e4ip5400359a1"	"12/13/2020"	"Central Europe"	"720p"	310984	2713	1069	59	1610	"N"	581	228352	82632	302
"1u7il4774550o3"	"11/14/2020"	"Eastern Europe"	"1080p"	318452	982	521	48	1833	"Y"	1677	187750	130702	1397
"8a4bz1954624t7"	"4/14/2020"	"South Europe"	"1080p"	379518	2642	1177	16	1827	"N"	405	212185	167333	340
"4f5zh7978634j6"	"1/7/2020"	"North America"	"1080p"	327035	2586	1176	41	1918	"N"	884	202546	124489	740
"2u4as8400208s9"	"1/16/2020"	"North America"	"720p"	315086	2764	1206	20	1518	"N"	740	150622	164464	386
"6a5re3276255i9"	"7/8/2020"	"Eastern Asia"	"1080p"	336525	2340	1169	82	2028	"N"	486	256474	80051	414
"7a5zq8734353y3"	"10/31/2020"	"Eastern Asia"	"480p"	353577	1691	731	148	1233	"N"	480	238426	115151	120
"0t3qc9056391w2"	"12/15/2020"	"North America"	"720p"	267625	2980	1296	35	1731	"N"	2842	174356	93269	1508
"9w3pz0746818o1"	"10/26/2020"	"Middle East"	"720p"	350138	2574	1214	77	1456	"N"	471	235522	114616	243
"1u6fh1801734c8"	"10/29/2020"	"Eastern Europe"	"1080p"	401187	2342	1112	6	1830	"N"	527	234660	166527	455
"8p0jn5886554y7"	"6/17/2020"	"Central Africa"	"1080p"	339247	2393	1287	91	1491	"N"	1379	243073	96174	1141
"6g7iq7029787f4"	"12/11/2020"	"North America"	"1080p"	282824	2735	1183	23	1901	"N"	152	192092	90732	111
"4z4lq5649946p9"	"12/11/2020"	"Southeast Asia"	"1080p"	286812	1984	1160	293	1788	"N"	272	160534	126278	224
"3g5av4464930l4"	"1/18/2020"	"South America"	"720p"	268572	2085	1189	42	1832	"N"	698	154974	113598	372
"7l7rr8405925x3"	"8/21/2020"	"North America"	"720p"	270001	1978	1127	18	1489	"N"	242	153302	116699	108
"9o8et2323882y0"	"12/15/2020"	"South Asia"	"1080p"	426409	2669	1330	45	1871	"N"	640	283696	142713	532
"0q2yy5737873u6"	"11/24/2020"	"Eastern Asia"	"1080p"	331385	2410	1133	24	1800	"N"	2622	238493	92892	2185
"8q7ba1415673d8"	"9/10/2020"	"North America"	"720p"	327367	2510	1308	15	1706	"N"	511	180207	147160	281
"1v7bl8339465r9"	"8/28/2020"	"Eastern Asia"	"720p"	357015	2213	1079	7	1388	"N"	1223	238190	118825	655
"5r8wo9171241k8"	"10/7/2020"	"Middle East"	"480p"	396956	1708	724	19	1571	"N"	1581	264003	132953	391
"8k8he0445097f2"	"9/22/2020"	"North America"	"1080p"	286229	2197	1233	52	1914	"N"	334	203505	82724	270
"8u2rt1694938l3"	"11/9/2020"	"Western Europe"	"1080p"	304590	2466	1123	30	1734	"N"	1531	203466	101124	1253
"0d8hq0258233w3"	"3/11/2020"	"North America"	"1080p"	372782	2524	1055	25	2171	"N"	302	222768	150014	251
"5j3vx5837737x1"	"12/1/2020"	"South Europe"	"480p"	310722	1359	754	7	1533	"N"	946	190823	119899	250
"6a0yo9178337g1"	"10/31/2020"	"North America"	"1080p"	308933	2829	1291	48	1734	"N"	3138	160230	148703	2612
"4e0uo4713066d6"	"8/28/2020"	"Eastern Asia"	"720p"	304992	2082	1300	22	1540	"N"	72	200040	104952	28
"1x1bp9317898z1"	"5/9/2020"	"North America"	"720p"	288917	2718	1138	5	1672	"N"	661	202375	86542	359
"3b2ls9307300x3"	"8/16/2020"	"Eastern Europe"	"720p"	302256	2621	1235	22	1726	"N"	4368	209334	92922	2323
"0o2bv3944068z2"	"8/12/2020"	"Southeast Asia"	"720p"	252301	3085	1263	14	1594	"N"	531	147942	104359	286
"7n7qz6779604a9"	"11/14/2020"	"Eastern Asia"	"720p"	310324	2129	1203	19	1670	"N"	711	179968	130356	381
"2z7ev8317410s3"	"7/27/2020"	"Caribbean"	"1080p"	257806	956	639	47	2031	"Y"	1480	163378	94428	1227
"9h3ne2734842r4"	"11/30/2020"	"Western Europe"	"1080p"	324790	1868	1188	9	1974	"N"	323	201464	123326	269
"0g8ck3669165t3"	"8/28/2020"	"Eastern Europe"	"480p"	315171	1432	764	125	1187	"N"	122	203896	111275	28
"8s4hw1478825o8"	"2/21/2020"	"North America"	"480p"	406616	1491	800	169	1705	"N"	782	271605	135011	178
"7j9tu7942759q8"	"2/22/2020"	"Eastern Asia"	"720p"	308650	2660	1261	12	1716	"N"	2302	197697	110953	1232
"2v7do7197973w4"	"7/11/2020"	"North America"	"480p"	334167	1544	754	5	1345	"N"	209	206125	128042	54
"6u5nc6003354n4"	"9/7/2020"	"North America"	"1080p"	332448	3226	1191	11	1698	"N"	386	232622	99826	335
"1l3rs3497532i4"	"6/12/2020"	"Eastern Europe"	"1080p"	261974	2132	1164	3	1812	"N"	5695	174575	87399	4751
"5t7ua9805374x8"	"10/5/2020"	"North America"	"720p"	293007	2632	1277	22	1571	"N"	2693	181934	111073	1441
"2q5tm6176475l4"	"5/24/2020"	"Eastern Europe"	"1080p"	283973	981	566	24	1629	"Y"	157	214716	69257	109
"8b6sy8193132l4"	"11/27/2020"	"North America"	"480p"	430356	1672	816	38	1466	"N"	192	265363	164993	26
"9c1zu8122660z8"	"8/12/2020"	"Western Europe"	"1080p"	354157	2354	1217	22	1548	"N"	385	230192	123965	304
"6n8qk0050986b8"	"3/11/2020"	"Central Europe"	"1080p"	373348	2223	1258	13	1986	"N"	3530	233803	139545	2950
"5g4lz9796182y9"	"4/25/2020"	"South Europe"	"720p"	398770	2510	1069	19	1481	"N"	5401	229437	169333	2879
"1x0yr3572175s5"	"2/20/2020"	"South Europe"	"720p"	360255	1027	530	19	1733	"Y"	1327	241589	118666	718
"2s9za5475708l0"	"1/7/2020"	"South Asia"	"1080p"	305550	2614	1109	78	1782	"N"	1653	201825	103725	1371
"5m3wj5172321x6"	"10/24/2020"	"Central America"	"720p"	331717	2180	1499	30	1642	"N"	1850	247249	84468	975
"5c6kh0723257d4"	"5/14/2020"	"South Europe"	"720p"	335116	740	575	15	1645	"Y"	1892	159865	175251	1004
"7f5wb8770212y8"	"9/1/2020"	"South America"	"480p"	347925	1623	850	35	1654	"N"	380	209253	138672	107
"5b9zp1955676l4"	"2/16/2020"	"Scandinavia"	"720p"	324152	2368	1368	26	1522	"N"	807	210953	113199	420
"4y1dx7481074y6"	"1/10/2020"	"North America"	"1080p"	298304	1058	486	18	1828	"Y"	795	177626	120678	672
"6d3ym9751973f5"	"12/31/2020"	"Middle East"	"1080p"	289201	2478	1217	18	1787	"N"	342	177703	111498	274
"1m4ym2071846p7"	"12/23/2020"	"Western Europe"	"1080p"	379763	2289	1203	67	1904	"N"	453	251227	128536	388
"5v3vq8642888b9"	"12/29/2020"	"Western Europe"	"1080p"	468763	863	461	28	1757	"Y"	729	320876	147887	600
"6w3xi1893487r2"	"11/2/2020"	"Eastern Europe"	"1080p"	375283	2425	1332	34	1834	"N"	1302	233751	141532	1084
"0k2rr4187765c7"	"2/15/2020"	"North America"	"1080p"	336332	2311	1233	36	1866	"N"	7259	208476	127856	6046
"0h4wn1622950t0"	"6/10/2020"	"North America"	"1080p"	290441	2744	1278	175	1827	"N"	821	185334	105107	687
"0z9rm3592191g4"	"10/4/2020"	"Western Europe"	"1080p"	389786	2222	1247	336	1533	"N"	1976	256186	133600	1660
"1y6sa6988843s4"	"4/4/2020"	"Central Europe"	"360p"	349082	1196	591	40	1275	"N"	2475	228169	120913	319
"1q3na7423855m3"	"4/18/2020"	"Southeast Asia"	"1080p"	290264	2786	1205	35	1652	"N"	471	175533	114731	396
"2v4qc8705179w8"	"9/18/2020"	"Middle East"	"1080p"	345174	2625	1177	18	1805	"N"	532	205887	139287	453
"6p2ve0972687q8"	"10/6/2020"	"Western Africa"	"480p"	320303	1549	813	20	1360	"N"	1480	183285	137018	370
"0d8ie1984980z0"	"9/1/2020"	"Eastern Asia"	"1080p"	355448	2493	1016	32	1836	"N"	1388	249550	105898	1154
"6d0ri5949924b1"	"6/17/2020"	"Eastern Europe"	"1080p"	384626	3224	968	17	1689	"N"	1265	202636	181990	1046
"6o7zt9862087w9"	"10/23/2020"	"North America"	"1080p"	304002	2042	1414	23	2034	"N"	480	180207	123795	402
"9w7uj2801752g8"	"6/15/2020"	"North America"	"720p"	344494	2435	1308	35	1425	"N"	1475	181792	162702	785
"3h0op9208579n5"	"10/9/2020"	"Central Europe"	"720p"	258051	2359	1138	5	1662	"N"	2919	137227	120824	1570
"2n3lv6017862v4"	"10/29/2020"	"Western Europe"	"1080p"	329843	2376	1193	26	1864	"N"	83	186487	143356	62
"2w3qm1776400w9"	"9/19/2020"	"Eastern Europe"	"1080p"	331640	3006	1184	19	2050	"N"	128	220649	110991	117
"1s6je1304034b3"	"7/30/2020"	"Eastern Africa"	"1080p"	319242	2024	1309	51	1967	"N"	2344	179533	139709	1962
"8b7cp8267140w5"	"10/8/2020"	"Eastern Asia"	"1080p"	300731	2327	1242	153	1691	"N"	1866	197504	103227	1560
"0a2sx4209076w7"	"3/30/2020"	"Southeast Asia"	"1080p"	289351	2468	1288	21	1641	"N"	702	183656	105695	579
"8c4ve7336423q0"	"8/28/2020"	"South Europe"	"1080p"	319898	2387	1135	5	1831	"N"	3729	215046	104852	3091
"3c3dj4932238c4"	"1/28/2020"	"Caribbean"	"1080p"	265450	2044	1304	23	1918	"N"	1293	159467	105983	1088
"1f0am6490689e7"	"10/20/2020"	"Eastern Asia"	"1080p"	330352	2619	1082	94	1677	"N"	957	211247	119105	806
"3y7zi8899089s9"	"12/18/2020"	"Scandinavia"	"1080p"	229071	2525	1144	16	1724	"N"	6330	146498	82573	5269
"4w4tq3988535c1"	"11/28/2020"	"Oceania"	"1080p"	374883	2112	1092	94	1847	"N"	490	275615	99268	417
"0n7wj7716290n3"	"3/11/2020"	"Eastern Asia"	"1080p"	357302	2226	1155	6	1929	"N"	3030	243103	114199	2550
"2n5he7830703u7"	"7/3/2020"	"North America"	"1080p"	341974	2488	1199	8	1906	"N"	1044	200042	141932	872
"2q8ju1892988b8"	"8/3/2020"	"Eastern Europe"	"720p"	290923	2250	1087	48	1589	"N"	984	191974	98949	522
"8g2mo7029234b9"	"1/21/2020"	"North America"	"720p"	274659	2367	1349	62	1347	"N"	1052	175652	99007	555
"7h9kz1794128x7"	"3/22/2020"	"Western Europe"	"1080p"	356882	2731	1246	48	1776	"N"	2971	257210	99672	2485
"5q6lu8848758o8"	"2/24/2020"	"Eastern Asia"	"1080p"	356451	2350	1365	114	1786	"N"	209	233994	122457	162
"0o8nf4403924c5"	"4/24/2020"	"Eastern Asia"	"1080p"	354527	2687	1134	30	2023	"N"	642	200273	154254	527
"5i5ru3095817l6"	"11/4/2020"	"North America"	"1080p"	277316	2528	1077	103	1988	"N"	585	224278	53038	486
"7n9es6276052c8"	"3/4/2020"	"Central Europe"	"720p"	338012	1104	437	81	1734	"Y"	1645	177699	160313	877
"1h8id3924665q0"	"12/14/2020"	"Eastern Asia"	"1080p"	386776	2541	991	67	1967	"N"	277	279681	107095	247
"6e9ao5898268h3"	"7/31/2020"	"South Europe"	"1080p"	358717	2704	1316	16	2007	"N"	358	222444	136273	273
"1a5bt7693670b3"	"3/29/2020"	"Caribbean"	"720p"	334003	996	530	433	1424	"Y"	1237	202253	131750	650
"6i4wn1417780w7"	"10/12/2020"	"Central Europe"	"720p"	392657	3268	1228	110	1414	"N"	356	273908	118749	188
"6c6st3091338g7"	"4/1/2020"	"North America"	"720p"	349851	2894	1161	69	1287	"N"	2729	182198	167653	1456
"1g4pw8653225c7"	"12/30/2020"	"North America"	"480p"	340642	1470	791	17	1339	"N"	752	222280	118362	197
"1q9wo8050850d5"	"1/4/2020"	"Eastern Europe"	"720p"	325647	2625	1231	64	1878	"N"	791	194075	131572	427
"8j8op8618102j7"	"5/14/2020"	"Western Europe"	"720p"	320905	2002	1278	37	1499	"N"	2189	195546	125359	1157
"3j5lt2008262f8"	"10/23/2020"	"Eastern Asia"	"1080p"	334894	2933	1303	76	1863	"N"	1122	217243	117651	938
"9i3fs2882029o8"	"9/10/2020"	"Eastern Asia"	"720p"	242557	2724	1225	4	1296	"N"	609	161981	80576	325
"3b6fk2629584a9"	"3/2/2020"	"Eastern Europe"	"480p"	325094	1644	738	123	1394	"N"	1475	190588	134506	385
"0q0yr6432184f6"	"6/1/2020"	"Eastern Asia"	"720p"	293988	2118	1124	76	1594	"N"	1480	180146	113842	800
"4w9gh1224817q5"	"12/25/2020"	"South Asia"	"720p"	297598	2585	1246	12	1559	"N"	779	180518	117080	422
"2k9qk9502456l4"	"12/15/2020"	"North America"	"720p"	226973	2145	1043	19	1609	"N"	2544	133069	93904	1369
"7m8ti1138373v2"	"1/9/2020"	"Eastern Asia"	"480p"	402691	1754	821	149	1316	"N"	3011	267884	134807	753
"7v8gx2499735t7"	"11/24/2020"	"South Europe"	"480p"	346903	1496	820	25	1650	"N"	825	227201	119702	219
"5e1ni9269535i3"	"5/24/2020"	"South America"	"720p"	396336	2854	1119	45	1674	"N"	1660	229088	167248	889
"5b1bq5370435r0"	"6/18/2020"	"South Europe"	"1080p"	243723	2659	1227	74	1733	"N"	1628	131012	112711	1349
"9w5yu1507652j2"	"12/10/2020"	"Eastern Asia"	"1080p"	352045	807	419	179	1532	"Y"	243	216258	135787	210
"6f9va2844714v6"	"12/24/2020"	"Eastern Asia"	"1080p"	376792	1881	1341	12	1797	"N"	205	266738	110054	166
"2u9wj7630389k5"	"8/4/2020"	"North America"	"480p"	279031	1471	794	8	1343	"N"	517	167780	111251	142
"0d9ny1612194f7"	"6/28/2020"	"Central America"	"1080p"	335869	2758	1187	26	1746	"N"	577	260893	74976	461
"6t8oa2205742i7"	"9/18/2020"	"South Europe"	"1080p"	322120	882	569	50	1662	"Y"	1040	179370	142750	867
"9t1sc4788156r5"	"8/22/2020"	"North America"	"480p"	266568	1513	741	7	1442	"N"	265	181724	84844	70
"5e0cg3559374q6"	"3/13/2020"	"South Africa"	"1080p"	406034	2239	1233	36	1766	"N"	1137	260284	145750	951
"3w4bt7528084b3"	"9/19/2020"	"Middle East"	"720p"	321889	2178	1188	19	1824	"N"	1989	180783	141106	1067
"8p8kj1057100e4"	"9/26/2020"	"Eastern Asia"	"1080p"	409897	2059	1305	14	1834	"N"	506	241083	168814	429
"5m8bb7286627z9"	"8/28/2020"	"Caribbean"	"720p"	291863	994	419	75	1748	"Y"	2741	204738	87125	1458
"0y7po0721477f0"	"5/18/2020"	"North America"	"1080p"	480623	2649	1164	33	1739	"N"	1490	321307	159316	1258
"3p5rq8506120l4"	"1/6/2020"	"Eastern Asia"	"360p"	301725	1158	570	21	1096	"N"	3240	216666	85059	444
"2m5tk3428243q1"	"5/22/2020"	"Central Europe"	"720p"	316209	2467	1088	1	1467	"N"	241	173870	142339	132
"3t0ij6587274i0"	"12/10/2020"	"Western Europe"	"720p"	296175	2437	1203	4	1666	"N"	769	200073	96102	410
"6y6zi5870058u1"	"10/17/2020"	"Eastern Asia"	"1080p"	347985	2321	1137	62	2128	"N"	1515	200213	147772	1268
"0p3sb4561470p7"	"12/22/2020"	"North America"	"720p"	327439	2805	1079	20	1542	"N"	679	207661	119778	349
"1f2ew1262550x8"	"10/23/2020"	"South Europe"	"1080p"	326618	2457	1107	6	1748	"N"	2303	192064	134554	1904
"0n8jx3093475t6"	"2/16/2020"	"Middle East"	"720p"	420830	1297	495	30	1609	"Y"	315	243918	176912	170
"5b4pj8783999b6"	"2/14/2020"	"North America"	"720p"	254207	2301	1117	12	1962	"N"	623	128615	125592	333
"4e8ep1099623j2"	"8/29/2020"	"Eastern Europe"	"480p"	340591	1380	787	44	1198	"N"	2127	223689	116902	523
"4m3id8717227s2"	"2/29/2020"	"South Asia"	"1080p"	388287	3037	1182	48	1834	"N"	164	225747	162540	128
"9m5vs6249740e5"	"1/26/2020"	"Western Europe"	"1080p"	386660	2279	1259	29	1448	"N"	159	247558	139102	126
"7v1tb2368898h5"	"4/26/2020"	"North America"	"1080p"	275327	1013	533	139	1848	"Y"	347	158482	116845	267
